"Course Number","Course Title","Course Catalog Code","Print on Schedule (Y/N)","Section Number","Section Title","Session Code","Year","Section Status","Section Begin Date","Section End Date","Section Credit Hours","Maximum Registration"
"LIT 183  CM","Advanced Fiction Writing","UG12","Y","01","","FA",2012,"C",2012-09-04,2012-12-21,1,0
"MATH001  PZ","Math Philosophy & the Real World","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,26
"MATH010G PZ","Mathematics in Many Cultures","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,26
"MATH015  HM","Application & Art of Calculus","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-10-19,0.5,30
"MATH015  HM","Application & Art of Calculus","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-10-19,0.5,30
"MATH015  HM","Application & Art of Calculus","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-10-19,0.5,30
"MATH023  SC","Transcendental Functions","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"MATH025  PZ","Precalculus","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"MATH029  PO","Advanced Problem Solving","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"MATH030  CM","Calculus I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"MATH030  CM","Calculus I","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"MATH030  CM","Calculus I","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"MATH030  CM","Calculus I","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"MATH030  PO","Calculus I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"MATH030  PZ","Calculus I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"MATH030  SC","Calculus I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"MATH030B HM","Calculus","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-10-19,1.5,30
"MATH030B HM","Calculus","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-10-19,1.5,30
"MATH030G HM","Calculus","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-10-19,1.5,30
"MATH030G HM","Calculus","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-10-19,1.5,30
"MATH030G HM","Calculus","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-10-19,1.5,30
"MATH030G HM","Calculus","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-10-19,1.5,30
"MATH031  CM","Calculus II","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"MATH031  CM","Calculus II","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"MATH031  CM","Calculus II","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"MATH031  PO","Calculus II","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,55
"MATH031  PO","Calculus II","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"MATH031  PZ","Calculus II","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"MATH031  SC","Calculus II","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"MATH031H PO","Honors Topics in Calculus II","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"MATH031S PO","Calc II w/Apps to Life Sciences","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"MATH032  CM","Calculus III","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"MATH032  PO","Calculus III","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"MATH032  PZ","Calculus III","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"MATH032  SC","Calculus III","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"MATH032H CM","Honors Sem in Calculus III","UG12","Y","01","","FA",2012,"C",2012-09-04,2012-12-21,1,0
"MATH032S PO","Calc III w/apps to Life Sciences","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"MATH035  HM","Probability and Statistics","UG12","Y","01","","FA",2012,"O",2012-10-24,2012-12-21,1.5,30
"MATH035  HM","Probability and Statistics","UG12","Y","02","","FA",2012,"O",2012-10-24,2012-12-21,1.5,30
"MATH035  HM","Probability and Statistics","UG12","Y","03","","FA",2012,"O",2012-10-24,2012-12-21,1.5,30
"MATH035  HM","Probability and Statistics","UG12","Y","04","","FA",2012,"O",2012-10-24,2012-12-21,1.5,30
"MATH035  HM","Probability and Statistics","UG12","Y","05","","FA",2012,"O",2012-10-24,2012-12-21,1.5,30
"MATH035  HM","Probability and Statistics","UG12","Y","06","","FA",2012,"O",2012-10-24,2012-12-21,1.5,30
"MATH035  SC","Subcalculus Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,10
"MATH036  PO","Math & Comp Meth in Life Sci","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"MATH038  CM","Calculus & Discrete Models","UG12","Y","01","","FA",2012,"C",2012-09-04,2012-12-21,1,0
"MATH052  CM","Introduction to Statistics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"MATH052  CM","Introduction to Statistics","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"MATH052  PZ","Introduction to Statistics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"MATH055  CM","Discrete Mathematics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"MATH055  HM","Discrete Mathematics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,35
"MATH055  HM","Discrete Mathematics","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,3,35
"MATH058  PO","Introduction to Statistics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"MATH058  PO","Introduction to Statistics","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"MATH058 LPO","Lab, Intro to Statistics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,35
"MATH058 LPO","Lab, Intro to Statistics","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0,35
"MATH058B PO","Intro to Biostatistics w/ lab","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"MATH060  CM","Linear Algebra","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"MATH060  HM","Multivariable Calculus","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-10-19,1.5,45
"MATH060  HM","Multivariable Calculus","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-10-19,1.5,45
"MATH060  PO","Linear Algebra","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"MATH060  PO","Linear Algebra","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"MATH060  PO","Linear Algebra","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"MATH060  SC","Linear Algebra","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"MATH065  HM","Differential Eqns/Linear Alg II","UG12","Y","01","","FA",2012,"O",2012-10-24,2012-12-21,1.5,45
"MATH065  HM","Differential Eqns/Linear Alg II","UG12","Y","02","","FA",2012,"O",2012-10-24,2012-12-21,1.5,45
"MATH100  PZ","Introduction to Methods of Proof","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,19
"MATH101  PO","Introduction to Analysis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,99
"MATH101  SC","Introduction to Analysis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"MATH102  PO","Differential Equations/Modeling","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,99
"MATH103  PO","Combinatorial Mathematics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,99
"MATH103 LPO","Lab, Combinatorial Math","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,35
"MATH107  PO","Vector Calculus","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,99
"MATH109  CM","Intro to Mathematics of Finance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"MATH111  CM","Differential Equations","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"MATH119  HM","Advanced Mathematical Biology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-10-19,2,15
"MATH119  PO","Mathematics Research Circle","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,99
"MATH131  HM","Mathematical Analysis I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,35
"MATH131  PO","Principles of Real Analysis I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,99
"MATH131  SC","Principles of Real Analysis I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"MATH132  HM","Mathematical Analysis II","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,25
"MATH135  CM","Complex Analysis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"MATH135  PO","Functions of a Complex Variable","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"MATH136  HM","Cmplx Variables/Integral Trnsfrm","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,35
"MATH137  HM","Graduate Analysis I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,25
"MATH137  PO","Real & Functional Analysis I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,99
"MATH139  SC","Fourier Analysis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"MATH140  CM","Modern Geometry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"MATH142  HM","Differential Geometry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,25
"MATH148  PZ","Knot Theory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"MATH150  PO","Stat Method Clinical Trials Data","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,99
"MATH151  CM","Probability","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"MATH152  PO","Statistical Theory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,99
"MATH156  HM","Stochastic Processes","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,25
"MATH157  HM","Intermediate Probability","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-10-14,2,20
"MATH158  HM","Statistical Data Analysis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,25
"MATH159  PO","Advanced Topics in Statistics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,99
"MATH165  HM","Numerical Analysis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,35
"MATH171  HM","Abstract Algebra I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,35
"MATH171  PO","Abstract Algebra I:Groups&Rings","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,99
"MATH172  CM","Abstract Algebra II: Galois Thry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"MATH172  PO","Abstrct Algebra II:Galois Theory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"MATH173  PO","Advanced Linear Algebra","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,99
"MATH173  SC","Advanced Linear Algebra","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"MATH175  HM","Number Theory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,25
"MATH175  SC","Number Theory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"MATH176  HM","Algebraic Geometry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,25
"MATH177  PO","Advanced Topics in Algebra","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"MATH180  HM","Introduction to Partial Differential Equations","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,35
"MATH181  PO","Dynamical Systems","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"MATH187  HM","Operations Research","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,21
"MATH190  HM","MCM/ICM Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,36
"MATH190  PO","Sem in Mathematical Exposition","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,99
"MATH190  PO","Sem in Mathematical Exposition","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0.5,30
"MATH191  HM","Putnam Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,70
"MATH191  PO","Senior Thesis in Mathematics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,1
"MATH191  SC","Senior Thesis in Mathematics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"MATH193  HM","Mathematics Clinic","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,25
"MATH196  HM","Independent Study in Mathematics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"MATH196  PO","Clinic in Applied Mathematics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"MATH197  HM","Senior Thesis in Mathematics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,30
"MATH198  HM","Mathematics Forum","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"MATH198  HM","Mathematics Forum","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"MATH199  HM","Mathematics Colloquium","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,35
"MATH199  SC","Independent Study in Mathematics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"MLLC110  PZ","Intl Learning: Portfolio Wrkshop","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,35
"MLLC111  PZ","Public Speaking","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"MLLC122  PZ","Critical Analysis Through Lit","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"MLLC150  PZ","Foreign Language Pedagogy","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"MOBI185  PO","Biochem/Molec Bio of DNA Repair","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"MOBI187  PO","DNA Repair And Human Disease","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"MOBI194  PO","Experimental Thesis","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,0.5,5
"MOBI194  PO","Experimental Thesis","UG12","Y","08","","FA",2012,"O",2012-09-04,2012-12-21,0.5,5
"MOBI194  PO","Experimental Thesis","UG12","Y","12","","FA",2012,"O",2012-09-04,2012-12-21,0.5,5
"MOBI194  PO","Experimental Thesis","UG12","Y","16","","FA",2012,"O",2012-09-04,2012-12-21,0.5,5
"MOBI194  PO","Experimental Thesis","UG12","Y","20","","FA",2012,"O",2012-09-04,2012-12-21,0.5,5
"MOBI194  PO","Experimental Thesis","UG12","Y","24","","FA",2012,"O",2012-09-04,2012-12-21,0.5,5
"MOBI194  PO","Experimental Thesis","UG12","Y","28","","FA",2012,"O",2012-09-04,2012-12-21,0.5,5
"MOBI194  PO","Experimental Thesis","UG12","Y","32","","FA",2012,"O",2012-09-04,2012-12-21,0.5,5
"MOBI194  PO","Experimental Thesis","UG12","Y","36","","FA",2012,"O",2012-09-04,2012-12-21,0.5,5
"MOBI194  PO","Experimental Thesis","UG12","Y","40","","FA",2012,"O",2012-09-04,2012-12-21,0.5,5
"MOBI194  PO","Experimental Thesis","UG12","Y","44","","FA",2012,"O",2012-09-04,2012-12-21,0.5,5
"MS  045  PZ","Documentary Media","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"MS  049  PO","Intro to Media Studies","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"MS  049  PZ","Introduction to Media Studies","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"MS  050  PO","Language of Film","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"MS  051  PO","Intro to Digital Media Studies","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"MS  082  PZ","Intro to Video Art","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"MS  082L PZ","Intro to Video Art Lab","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,10
"MS  082L PZ","Intro to Video Art Lab","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0,30
"MS  085  PO","Indep/Exper Film & Video","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"MS  087  PZ","Media Sketchbook","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"MS  099  PZ","Advanced Editing","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"MS  100  AA","Asian Americans in Media","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"MS  101  PO","Pomona Media Guild","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"MS  111  PZ","Perspectives on Photography","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"MS  112  PZ","Anthropology of Media","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"MS  136  PZ","Online Feminist Spaces","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"MS  147G PO","Topics: Virtuality & the Body","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"MS  149  PO","Topics in Media Theory","UG12","Y","01","Postmodernism","FA",2012,"O",2012-09-04,2012-12-21,1,20
"MS  149  PO","Topics in Media Theory","UG12","Y","02","Fans&Fan Culture/Cont Am Media","FA",2012,"O",2012-09-04,2012-12-21,1,20
"MS  149A PO","Marxism & Cultural Studies","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"MS  149E PO","The Brief History of Film Theory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"MS  152  PO","Television Authorship","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"MS  170  HM","Digital Cinema: Experimental Animation","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,18
"MS  179B HM","Special Topics in Media Studies: Art, Science, and Technology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,21
"MS  179C HM","Special Topics in Media Studies: Modern China Through the Lens","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,25
"MS  182  HM","Introduction to Video Art","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,18
"MS  190  JT","Senior Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,50
"MS  190  JT","Senior Seminar","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"MS  191  PO","Senior Thesis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,40
"MS  192  PO","Senior Project","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,99
"MS  193  PZ","Directed Reading in Media","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,40
"MS  194  PZ","Media Arts for Social Justice","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"MS  196  PZ","Media Internship","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,40
"MS  198  PZ","Advanced Media Project","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,40
"MS  198  SC","Independent Internship","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,5
"MS  199  SC","Independent St: Media Studies","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,10
"MSL 089  CM","Riflery & Orienteering","UG12","Y","01","","FA",2012,"C",2012-09-04,2012-12-21,0,0
"MSL 099  CM","Army Physical Training","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,25
"MSL 101A CM","Basics of Leadership IA","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,25
"MSL 102A CM","Mil Operations & Leadership IA","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,25
"MSL 103A CM","Intermediate Leadership & Mgt IA","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,30
"MSL 103A CM","Intermediate Leadership & Mgt IA","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0.5,30
"MSL 104A CM","Adv Leadership & Management IA","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,19
"MSL 104A CM","Adv Leadership & Management IA","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0.5,18
"MUS 003  SC","Fundamentals of Music","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"MUS 003  SC","Fundamentals of Music","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,17
"MUS 004  PO","Materials of Music","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"MUS 010BNPO","Bassoon Level I (Indiv Instruc)","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,15
"MUS 020HPPO","Harp Level II (Indiv Instr)","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0.25,15
"MUS 031  PO","Pomona College Choir","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,100
"MUS 033  PO","Pomona College Orchestra","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,99
"MUS 035  PO","Pomona College Band","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,99
"MUS 037  PO","Jazz Ensemble","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,25
"MUS 040  PO","Chamber Music","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,100
"MUS 040 PPO","Chamber Music","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,99
"MUS 041  PO","Balinese Gamelan Ensemble","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"MUS 042B PO","Afro Cuban Music Ensemble","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,25
"MUS 042D PO","Hindustani Music Ensemble","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,25
"MUS 042F PO","Mbira Ensemble","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,12
"MUS 049  HM","American Gamelan Ensemble","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,8
"MUS 052  PO","Music/Culture in Paris 1870-1930","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"MUS 054  PO","Music and National Identity","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"MUS 057  PO","Survey of Western Music","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"MUS 058  PO","Beethoven","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"MUS 060  PO","History of Jazz","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,23
"MUS 061  PO","Musical Theatre in America","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
